Time,Value,Call Sum (in K),Put Sum (in K),Difference (in K),Call Boundary (in K),Put Boundary (in K),Call ITM,Put ITM
09:28:17,45967.85,-26.3,257.6,-283.9,-14.5,104.5,3.4,0.0
09:29:17,45933.45,442.3,259.3,183.0,124.1,195.1,0.1,0.0
09:29:17,45933.45,-21.2,256.2,-277.4,-12.7,107.5,2.2,0.0
09:31:17,45993.6,442.3,259.3,183.0,124.1,195.1,0.1,0.0
09:31:17,45993.6,-21.2,256.2,-277.4,-12.7,107.5,2.2,0.0
09:32:47,45993.6,-21.2,256.2,-277.4,-12.7,107.5,2.2,0.0
09:32:47,45993.6,442.3,259.3,183.0,124.1,195.1,0.1,0.0
09:33:47,45957.15,-20.7,304.2,-324.9,-12.8,126.5,2.3,0.0
09:33:47,45957.15,510.7,286.9,223.8,141.7,212.1,0.1,0.0
09:34:17,45957.15,-20.7,304.2,-324.9,-12.8,126.5,2.3,0.0
09:34:17,45957.15,510.7,286.9,223.8,141.7,212.1,0.1,0.0
09:36:17,45998.15,-18.0,337.1,-355.1,-11.5,145.1,2.3,0.0
09:35:17,45998.15,562.7,303.2,259.5,157.7,215.8,0.1,0.0
09:37:17,45998.15,562.7,303.2,259.5,157.7,215.8,0.1,0.0
09:37:17,45998.15,-18.0,337.1,-355.1,-11.5,145.1,2.3,0.0
09:38:17,45989.55,562.7,303.2,259.5,157.7,215.8,0.1,0.0
09:38:17,45989.55,-18.0,337.1,-355.1,-11.5,145.1,2.3,0.0
09:38:47,45989.55,562.7,303.2,259.5,157.7,215.8,0.1,0.0
09:38:47,45989.55,-18.0,337.1,-355.1,-11.5,145.1,2.3,0.0
09:39:47,46005.4,611.3,326.5,284.8,168.6,230.0,0.1,0.0
09:40:17,46005.4,-18.1,374.7,-392.8,-11.3,166.5,2.5,0.0
09:40:45,46005.4,611.3,326.5,284.8,168.6,230.0,0.1,0.0
09:41:46,46028.1,-20.2,408.4,-428.6,-13.0,177.9,2.8,0.0
09:41:46,46028.1,626.0,361.5,264.5,175.5,250.7,0.1,0.0
09:42:47,46028.1,-20.2,408.4,-428.6,-13.0,177.9,2.8,0.0
09:42:17,45931.85,626.0,361.5,264.5,175.5,250.7,0.1,0.0
09:43:47,45920.65,-20.2,408.4,-428.6,-13.0,177.9,2.8,0.0
09:44:17,45931.85,-20.2,408.4,-428.6,-13.0,177.9,2.8,0.0
09:44:47,45920.65,631.9,304.9,327.0,175.5,213.7,0.0,0.0
09:44:47,45920.65,-17.7,391.1,-408.8,-8.8,177.9,2.8,0.0
09:46:47,45935.25,-18.4,381.3,-399.7,-8.8,168.1,1.9,0.0
09:46:47,45935.25,645.8,294.1,351.7,170.3,213.7,0.1,0.1
09:47:47,45905.55,-11.6,427.8,-439.4,-4.8,191.6,1.6,0.0
09:47:47,45905.55,734.8,298.6,436.2,179.8,213.7,0.1,0.1
09:48:17,45905.55,-11.6,427.8,-439.4,-4.8,191.6,1.6,0.0
09:48:47,45905.55,734.8,298.6,436.2,179.8,213.7,0.1,0.1
09:49:47,45918,734.8,298.6,436.2,179.8,213.7,0.1,0.1
09:50:47,45935.95,-8.9,465.6,-474.5,-2.4,206.3,1.5,0.0
09:50:47,45935.95,789.7,294.0,495.7,195.4,203.2,0.1,0.2
09:52:17,45928.95,789.7,294.0,495.7,195.4,203.2,0.1,0.2
09:52:17,45928.95,-8.9,465.6,-474.5,-2.4,206.3,1.5,0.0
09:53:17,45928.95,865.6,297.9,567.7,213.0,207.0,0.1,0.2
09:53:17,45928.95,-7.6,465.6,-473.2,-2.4,206.3,1.6,0.0
09:54:17,45930.7,865.6,297.9,567.7,213.0,207.0,0.1,0.2
09:54:17,45930.7,-4.7,478.1,-482.8,0.5,209.6,1.4,0.0
09:55:17,45922.65,865.6,297.9,567.7,213.0,207.0,0.1,0.2
09:56:47,45922.65,865.6,297.9,567.7,213.0,207.0,0.1,0.2
09:57:46,45929.85,899.5,283.8,615.7,216.7,203.5,0.0,0.2
09:58:17,45929.85,899.5,283.8,615.7,216.7,203.5,0.0,0.2
09:59:47,45926.8,906.9,283.8,623.1,224.1,203.5,0.0,0.2
10:00:47,45919.85,945.4,281.5,663.9,224.1,199.7,0.0,0.2
10:01:47,45917.4,945.4,281.5,663.9,224.1,199.7,0.0,0.2
10:02:47,45917.4,945.4,281.5,663.9,224.1,199.7,0.0,0.2
10:03:17,45876.9,984.8,295.7,689.1,235.4,209.8,0.0,0.2
10:05:47,45833.1,1013.0,279.1,733.9,237.6,198.2,0.0,0.3
10:06:17,45833.1,1013.0,279.1,733.9,237.6,198.2,0.0,0.3
10:07:17,45858.6,1013.0,279.1,733.9,237.6,198.2,0.0,0.3
10:08:47,45858.6,1013.0,279.1,733.9,237.6,198.2,0.0,0.3
10:09:17,45881.85,1049.1,217.0,832.1,245.2,158.7,0.0,0.6
10:10:17,45881.85,1049.1,217.0,832.1,245.2,158.7,0.0,0.6
10:12:17,45873.3,1086.7,224.4,862.3,258.0,164.2,0.0,0.6
10:12:47,45875.7,1086.7,224.4,862.3,258.0,164.2,0.0,0.6
10:13:48,45875.7,1086.7,224.4,862.3,258.0,164.2,0.0,0.6
10:14:48,45882.1,1113.0,226.5,886.5,263.5,167.3,0.0,0.6
10:15:48,45882.1,1113.0,226.5,886.5,263.5,167.3,0.0,0.6
10:16:48,45882.1,1113.0,226.5,886.5,263.5,167.3,0.0,0.6
10:17:18,45861.3,1147.8,231.9,915.9,268.9,169.5,0.0,0.6
10:18:47,45874.25,1147.8,231.9,915.9,268.9,169.5,0.0,0.6
10:19:48,45901.85,1147.8,231.9,915.9,268.9,169.5,0.0,0.6
10:20:18,45884.5,1168.4,238.6,929.8,278.2,174.7,0.0,0.6
10:22:18,45884.5,1168.4,238.6,929.8,278.2,174.7,0.0,0.6
10:23:48,45860.7,1210.9,235.3,975.6,283.9,174.2,0.0,0.7
10:24:18,45860.7,1210.9,235.3,975.6,283.9,174.2,0.0,0.7
10:25:18,45874.65,1210.9,235.3,975.6,283.9,174.2,0.0,0.7
10:26:48,45874.65,1210.9,235.3,975.6,283.9,174.2,0.0,0.7
10:28:18,45871.2,1227.7,242.1,985.6,280.7,176.1,0.0,0.7
10:29:18,45868.6,1233.4,248.6,984.8,281.9,179.1,0.0,0.7
10:30:18,45868.6,1233.4,248.6,984.8,281.9,179.1,0.0,0.7
10:31:18,45855.6,1233.4,248.6,984.8,281.9,179.1,0.0,0.7
10:32:48,45828.65,1233.4,248.6,984.8,281.9,179.1,0.0,0.7
10:34:18,45882.5,1235.6,247.4,988.2,275.4,176.4,0.0,0.7
10:36:18,45854.95,1265.3,246.3,1019.0,283.1,175.7,0.0,0.7
10:37:18,45844.3,1265.3,246.3,1019.0,283.1,175.7,0.0,0.7
10:37:48,45844.3,1265.3,246.3,1019.0,283.1,175.7,0.0,0.7
10:38:48,45844.3,1265.3,246.3,1019.0,283.1,175.7,0.0,0.7
10:39:18,45835.15,1268.8,247.4,1021.4,281.3,175.7,0.0,0.7
10:40:48,45835.15,1262.2,245.8,1016.4,281.3,175.7,0.0,0.8
10:41:48,45833.55,1241.6,237.6,1004.0,259.9,165.9,0.0,0.8
10:42:48,45833.55,1241.6,237.6,1004.0,259.9,165.9,0.0,0.8
10:43:48,45818.2,1241.6,237.6,1004.0,259.9,165.9,0.0,0.8
10:44:18,45818.2,1241.6,237.6,1004.0,259.9,165.9,0.0,0.8
10:45:48,45827.55,1247.6,220.9,1026.7,260.1,155.2,0.0,0.8
10:46:18,45827.55,1247.6,220.9,1026.7,260.1,155.2,0.0,0.8
10:47:18,45838.65,1281.5,224.1,1057.4,265.3,157.5,0.0,0.8
10:48:48,45838.65,1281.5,224.1,1057.4,265.3,157.5,0.0,0.8
10:50:18,45827.45,1281.5,224.1,1057.4,265.3,157.5,0.0,0.8
10:51:48,45844.25,1304.2,225.0,1079.2,267.8,157.9,0.0,0.7
10:52:48,45844.25,1304.2,225.0,1079.2,267.8,157.9,0.0,0.7
10:53:48,45862.15,1324.3,230.0,1094.3,272.6,162.6,0.0,0.7
10:55:18,45858.8,1324.3,230.0,1094.3,272.6,162.6,0.0,0.7
10:56:18,45855.85,1324.3,230.0,1094.3,272.6,162.6,0.0,0.7
10:57:52,45845.1,1352.2,222.5,1129.7,271.7,159.2,0.0,0.8
10:58:52,45845.1,1352.2,222.5,1129.7,271.7,159.2,0.0,0.8
10:59:52,45837,1368.2,219.9,1148.3,271.6,158.0,0.0,0.9
11:01:22,45837.7,1368.2,219.9,1148.3,271.6,158.0,0.0,0.9
11:02:52,45837.7,1368.2,219.9,1148.3,271.6,158.0,0.0,0.9
11:03:22,45834.55,1350.0,222.0,1128.0,266.5,159.8,0.0,0.8
11:04:52,45834.55,1350.0,222.0,1128.0,266.5,159.8,0.0,0.8
11:05:52,45832.65,1356.5,221.6,1134.9,269.7,160.0,0.0,0.8
11:06:22,45832.65,1356.5,221.6,1134.9,269.7,160.0,0.0,0.8
11:08:22,45837.75,1356.5,221.6,1134.9,269.7,160.0,0.0,0.8
11:09:22,45837.75,1356.5,221.6,1134.9,269.7,160.0,0.0,0.8
11:10:52,45815.95,1354.3,217.7,1136.6,269.2,157.8,0.0,0.8
11:11:22,45832.95,1344.5,206.9,1137.6,265.1,150.7,0.0,0.9
11:13:22,45832.95,1344.5,206.9,1137.6,265.1,150.7,0.0,0.9
11:15:22,45850.35,1355.6,211.1,1144.5,268.8,154.1,0.0,0.8
11:16:52,45850.35,1355.6,211.1,1144.5,268.8,154.1,0.0,0.8
11:17:52,45852.45,1380.9,211.8,1169.1,270.6,155.6,0.0,0.9
11:18:22,45852.45,1380.9,211.8,1169.1,270.6,155.6,0.0,0.9
11:19:52,45856.3,1380.9,211.8,1169.1,270.6,155.6,0.0,0.9
11:20:23,45856.3,1380.9,211.6,1169.3,270.6,155.6,0.0,0.9
11:21:22,45847.2,1396.3,214.3,1182.0,273.5,157.6,0.0,0.9
11:23:22,45841.15,1397.6,211.1,1186.5,273.1,155.2,0.0,0.9
11:24:22,45841.15,1397.6,211.1,1186.5,273.1,155.2,0.0,0.9
11:25:52,45834.75,1397.6,211.1,1186.5,273.1,155.2,0.0,0.9
11:26:22,45834.75,1397.6,211.1,1186.5,273.1,155.2,0.0,0.9
11:27:22,45814.8,1404.2,210.8,1193.4,273.5,155.8,0.0,0.9
11:28:22,45814.8,1390.7,209.9,1180.8,273.5,155.8,0.0,0.9
11:29:52,45814.2,1386.0,206.3,1179.7,268.8,152.1,0.0,0.9
11:30:52,45820,1386.0,206.3,1179.7,268.8,152.1,0.0,0.9
11:32:22,45820,1386.0,206.3,1179.7,268.8,152.1,0.0,0.9
11:33:22,45690.1,1374.8,185.5,1189.3,268.1,136.0,0.0,1.1
11:34:22,45690.1,1374.8,185.5,1189.3,268.1,136.0,0.0,2.3
11:35:52,45709.65,1273.4,124.8,1148.6,239.5,90.6,0.0,2.3
11:37:22,45721.5,1273.4,124.8,1148.6,239.5,90.6,0.0,2.3
11:38:52,45721.5,1273.4,124.8,1148.6,239.5,90.6,0.0,2.3
11:39:22,45643.2,1301.8,110.7,1191.1,235.6,81.7,0.0,2.8
11:40:22,45643.2,1301.8,110.7,1191.1,235.6,81.7,0.0,2.8
11:41:52,45628.65,1301.8,110.7,1191.1,235.6,81.7,0.0,2.8
11:43:22,45628.65,1231.0,86.6,1144.4,219.5,64.9,0.0,3.6
11:44:22,45661.5,1231.0,86.6,1144.4,219.5,64.9,0.0,3.6
11:46:52,45680.05,1248.8,83.2,1165.6,218.4,61.7,0.0,3.7
11:47:23,45678.75,1274.3,77.5,1196.8,226.8,56.5,0.0,3.7
11:47:52,45678.75,1274.3,77.5,1196.8,226.8,56.5,0.0,3.7
11:49:18,45699.45,1274.3,77.5,1196.8,226.8,56.5,0.0,3.7
11:50:19,45699.45,1274.3,77.5,1196.8,226.8,56.5,0.0,3.7
11:51:18,45690.15,1301.5,79.1,1222.4,240.5,58.4,0.0,3.7
11:53:18,45695.05,1323.7,80.2,1243.5,245.7,59.1,0.0,3.6
11:54:18,45695.05,1323.7,80.2,1243.5,245.7,59.1,0.0,3.6
11:55:18,45673.55,1323.7,80.2,1243.5,245.7,59.1,0.0,3.6
11:56:48,45673.55,1320.2,80.2,1240.0,245.7,59.1,0.0,3.6
11:58:18,45655.35,1320.2,80.3,1239.9,245.8,59.8,0.0,3.7
11:59:48,45662.15,1311.9,78.4,1233.5,246.5,58.5,0.0,4.0
12:00:47,45662.15,1311.9,78.4,1233.5,246.5,58.5,0.0,4.0
12:01:18,45697.2,1311.9,78.4,1233.5,246.5,58.5,0.0,4.0
12:02:48,45697.2,1311.9,78.4,1233.5,246.5,58.5,0.0,4.0
12:03:49,45696.1,1327.8,78.8,1249.0,247.6,58.5,0.0,4.0
12:04:48,45696.1,1327.8,78.8,1249.0,247.6,58.5,0.0,4.0
12:05:48,45739.45,1327.8,78.8,1249.0,247.6,58.5,0.0,4.0
12:07:18,45732.95,1343.1,75.4,1267.7,254.0,56.8,0.0,3.8
12:07:48,45732.95,1343.1,75.4,1267.7,254.0,56.8,0.0,3.8
12:08:18,45732.95,1343.1,75.4,1267.7,254.0,56.8,0.0,3.8
12:09:19,45728.8,1373.3,74.6,1298.7,261.5,58.0,0.0,3.9
12:10:19,45735.75,1370.2,74.6,1295.6,261.5,58.0,0.0,3.9
12:11:49,45735.75,1373.3,74.6,1298.7,261.5,58.0,0.0,3.9
12:12:48,45735.75,1373.3,74.6,1298.7,261.5,58.0,0.0,3.9
12:13:49,45731.2,1385.2,73.2,1312.0,263.1,57.2,0.0,4.0
12:14:48,45731.2,1385.2,73.2,1312.0,263.1,57.2,0.0,1.3
12:15:18,45709.6,1403.0,71.8,1331.2,267.0,56.2,0.0,4.2
12:17:49,45696.2,1415.7,72.2,1343.5,270.7,56.8,0.0,4.1
12:18:49,45696.2,1415.7,72.2,1343.5,270.7,56.8,0.0,4.1
12:18:49,45696.2,1531.6,486.8,1044.8,570.9,275.4,0.1,0.2
12:20:49,45724.3,1531.6,486.8,1044.8,570.9,275.4,0.1,0.2
12:21:18,45731.15,1526.9,495.0,1031.9,568.6,280.3,0.1,0.2
12:22:49,45721.5,1526.9,495.0,1031.9,568.6,280.3,0.1,0.2
12:23:18,45714.7,1573.4,498.7,1074.7,575.5,281.2,0.1,0.2
12:24:19,45693,1573.4,498.7,1074.7,575.5,281.2,0.1,0.2
12:26:49,45693,1573.4,498.7,1074.7,575.5,281.2,0.1,0.2
12:27:19,45693,1595.9,495.6,1100.3,575.5,278.1,0.1,0.2
12:28:19,45717.45,1595.0,493.5,1101.5,574.5,278.1,0.1,0.2
12:29:19,45712,1599.9,506.3,1093.6,575.9,289.3,0.1,0.2
12:30:19,45712,1599.9,506.3,1093.6,575.9,289.3,0.1,0.2
12:31:53,45706.5,1599.9,506.3,1093.6,575.9,289.3,0.1,0.2
12:34:23,45739.7,1622.8,517.3,1105.5,578.7,300.5,0.1,0.2
12:35:23,45753.7,1622.9,524.7,1098.2,583.7,308.6,0.0,0.2
12:35:53,45753.7,1622.9,524.7,1098.2,583.7,308.6,0.0,0.2
12:37:23,45738.3,1622.9,524.7,1098.2,583.7,308.6,0.0,0.2
12:38:23,45738.3,1622.9,524.7,1098.2,583.7,308.6,0.0,0.2
12:39:53,45726.35,1662.1,527.0,1135.1,594.1,311.8,0.0,0.2
12:40:53,45726.35,1662.1,527.0,1135.1,594.1,311.8,0.0,0.2
12:41:53,45725.35,1662.6,538.2,1124.4,594.9,325.0,0.0,0.2
12:43:53,45719.6,1662.6,538.2,1124.4,594.9,325.0,0.0,0.2
12:44:53,45719.6,1662.6,538.2,1124.4,594.9,325.0,0.0,0.2
12:45:53,45716,1667.8,547.7,1120.1,602.0,333.6,0.0,0.2
12:47:53,45712.7,1682.6,547.2,1135.4,603.4,333.7,0.0,0.2
12:48:53,45712.7,1682.6,547.2,1135.4,603.4,333.7,0.0,0.2
12:50:19,45695.75,1682.6,547.2,1135.4,603.4,333.7,0.0,0.2
12:52:19,45679.1,1686.4,519.1,1167.3,592.2,318.8,0.0,0.2
12:53:49,45707.35,1732.6,525.3,1207.3,593.8,316.5,0.0,0.2
12:54:49,45707.35,1732.6,525.3,1207.3,593.8,316.5,0.0,0.2
12:55:19,45686.85,1732.6,525.3,1207.3,593.8,316.5,0.0,0.2
12:56:19,45686.85,1732.6,525.3,1207.3,593.8,316.5,0.0,0.2
12:58:19,45699.95,1720.2,547.1,1173.1,586.4,339.3,0.0,0.2
12:59:19,45699.95,1720.2,547.1,1173.1,586.4,339.3,0.0,0.2
13:00:49,45713.05,1719.5,570.6,1148.9,590.1,353.8,0.0,0.2
13:01:49,45700.2,1719.5,570.6,1148.9,590.1,353.8,0.0,0.2
13:02:50,45700.2,1719.5,570.6,1148.9,590.1,353.8,0.0,0.2
13:03:49,45701.8,1738.4,586.1,1152.3,596.7,365.4,0.0,0.2
13:04:20,45701.8,1738.4,586.1,1152.3,596.7,365.4,0.0,0.2
13:06:19,45706.3,1738.2,603.0,1135.2,600.6,381.6,0.0,0.1
13:07:50,45741.7,1738.2,603.0,1135.2,600.6,381.6,0.0,0.1
13:08:49,45741.7,1738.2,603.0,1135.2,600.6,381.6,0.0,0.1
13:09:49,45731.6,1698.5,612.9,1085.6,603.4,389.7,0.0,0.1
13:10:20,45729.05,1698.5,612.9,1085.6,603.4,389.7,0.0,0.1
13:11:49,45730.05,1742.7,632.1,1110.6,616.3,399.0,0.0,0.1
13:12:20,45730.05,1742.7,632.1,1110.6,616.3,399.0,0.0,0.1
13:13:50,45735.5,1742.7,632.1,1110.6,616.3,399.0,0.0,0.1
13:14:50,45735.5,1742.7,633.9,1108.8,616.3,399.0,0.0,0.1
13:15:50,45717.7,1772.6,642.9,1129.7,625.8,408.1,0.0,0.1
13:17:49,45725.1,1811.8,642.6,1169.2,630.5,409.5,0.0,0.1
13:18:50,45725.1,1811.8,642.6,1169.2,630.5,409.5,0.0,0.1
13:19:50,45720.95,1811.8,642.6,1169.2,630.5,409.5,0.0,0.1
13:20:50,45745.5,1811.8,646.4,1165.4,630.5,409.5,0.0,0.1
13:21:50,45745.5,1827.8,666.0,1161.8,633.9,429.1,0.0,0.1
13:23:50,45742.95,1830.8,671.2,1159.6,636.5,431.3,0.0,0.1
13:24:49,45742.95,1830.8,671.2,1159.6,636.5,431.3,0.0,0.1
13:25:50,45737.05,1830.8,671.2,1159.6,636.5,431.3,0.0,0.1
13:26:20,45729.55,1865.9,671.5,1194.4,641.8,429.8,0.0,0.1
13:28:19,45729.55,1865.9,671.5,1194.4,641.8,429.8,0.0,0.1
13:29:19,45729.55,1865.9,671.5,1194.4,641.8,429.8,0.0,0.1
13:30:50,45695.1,1855.4,606.2,1249.2,628.2,383.5,0.0,0.1
13:31:49,45686.85,1855.4,606.2,1249.2,628.2,383.5,0.0,0.1
13:32:50,45686.85,1855.4,606.2,1249.2,628.2,383.5,0.0,0.1
13:33:19,45783.25,1840.0,625.3,1214.7,605.4,405.9,0.0,0.1
13:34:48,45773.3,1698.4,763.6,934.8,611.1,476.1,0.0,0.1
13:36:20,45773.3,1698.4,763.6,934.8,611.1,476.1,0.0,0.1
13:36:50,45773.3,1698.4,763.6,934.8,611.1,476.1,0.0,0.1
13:37:50,45779.5,1698.4,763.6,934.8,611.1,476.1,0.0,0.1
13:38:50,45779.5,1698.4,763.6,934.8,611.1,476.1,0.0,0.1
13:39:50,45786.1,1754.9,813.0,941.9,629.1,503.6,0.0,0.1
13:40:20,45776.9,1753.1,816.0,937.1,634.1,503.6,0.0,0.1
13:42:20,45802.3,1754.4,858.9,895.5,634.1,523.1,0.0,0.1
13:43:50,45798.35,1754.4,858.9,895.5,634.1,523.1,0.0,0.1
13:44:50,45798.35,1754.4,858.9,895.5,634.1,523.1,0.0,0.1
13:46:20,45771.3,1790.9,894.7,896.2,656.2,534.8,0.0,0.1
13:46:50,45771.3,1790.9,895.6,895.3,656.2,534.8,0.0,0.1
13:48:20,45764.9,1792.2,895.6,896.6,656.2,534.8,0.0,0.1
13:49:50,45735.9,1799.5,883.2,916.3,646.8,532.1,0.0,0.1
13:50:50,45735.9,1799.5,883.2,916.3,646.8,532.1,0.0,0.1
13:51:50,45758.85,1854.3,816.4,1037.9,632.2,503.0,0.0,0.1
13:52:50,45758.85,1854.3,816.4,1037.9,632.2,503.0,0.0,0.1
13:53:50,45734.7,1906.1,816.4,1089.7,660.8,503.0,0.0,0.1
13:54:50,45744.1,1906.1,828.2,1077.9,660.8,515.9,0.0,0.1
13:56:20,45744.1,1906.1,828.2,1077.9,660.8,515.9,0.0,0.1
13:57:50,45759.4,1966.6,804.9,1161.7,665.9,496.4,0.0,0.1
13:58:50,45759.4,1966.6,804.9,1161.7,665.9,496.4,0.0,0.1
13:59:50,45764.4,1937.3,804.9,1132.4,672.6,496.4,0.0,0.1
14:01:20,45768.45,1937.3,804.9,1132.4,672.6,496.4,0.0,0.1
14:02:20,45765.95,1937.3,844.8,1092.5,672.6,525.4,0.0,0.1
14:03:20,45765.95,1962.2,924.5,1037.7,692.1,575.3,0.0,0.1
14:05:50,45765.45,2019.0,924.5,1094.5,699.3,575.3,0.0,0.1
14:06:49,45765.45,2019.0,924.5,1094.5,699.3,575.3,0.0,0.1
14:07:20,45770.9,2019.0,950.2,1068.8,699.3,591.4,0.0,0.1
14:08:50,45770.9,2019.0,950.2,1068.8,699.3,591.4,0.0,0.1
14:09:50,45796.9,1887.1,1013.3,873.8,674.8,627.4,0.0,0.0
14:10:50,45796.9,1887.1,1013.3,873.8,674.8,627.4,0.0,0.0
14:12:20,45798.15,1890.1,1013.3,876.8,694.4,627.4,0.0,0.0
14:12:50,45798.15,1890.1,1013.3,876.8,694.4,627.4,0.0,0.0
14:13:20,45803.1,1890.1,1071.9,818.2,694.4,642.4,0.0,0.0
14:14:50,45785.35,1903.9,1098.3,805.6,694.4,642.4,0.0,0.0
14:16:20,45785.35,1914.3,1133.8,780.5,713.7,675.9,0.0,0.0
14:16:50,45749.85,1914.3,1133.8,780.5,713.7,675.9,0.0,0.0
14:18:50,45749.85,1914.3,1133.8,780.5,713.7,675.9,0.0,0.0
14:19:50,45825.85,1950.7,1121.1,829.6,700.6,668.5,0.0,0.0
14:20:50,45830.6,1950.7,1121.1,829.6,700.6,668.5,0.0,0.0
14:21:50,45829.05,1779.9,1217.9,562.0,712.8,661.5,0.0,0.0
14:22:50,45829.05,1779.9,1217.9,562.0,712.8,661.5,0.0,0.0
14:24:50,45816.15,1784.4,1217.9,566.5,712.8,661.5,0.0,0.0
14:25:50,45823.25,1809.8,1275.7,534.1,742.8,684.0,0.0,0.0
14:26:50,45823.25,1809.8,1275.7,534.1,742.8,684.0,0.0,0.0
14:27:50,45808.75,1849.7,1321.9,527.8,765.1,686.9,0.0,0.0
14:28:51,45808.75,1849.7,1321.9,527.8,765.1,686.9,0.0,0.0
14:29:50,45808.25,1849.7,1321.9,527.8,765.1,686.9,0.0,0.0
14:31:20,45789.75,1849.7,1321.9,527.8,765.1,686.9,0.0,0.0
14:32:20,45792.5,1894.8,1309.0,585.8,783.8,686.6,0.0,0.0
14:34:50,45799.65,1990.4,1341.3,649.1,816.9,718.8,0.0,0.0
14:35:51,45775.95,2052.5,1341.3,711.2,816.9,718.8,0.0,0.0
14:38:50,45803.6,2033.5,1326.3,707.2,778.8,728.4,0.0,0.0
14:40:21,45746.55,2038.9,1374.8,664.1,805.1,757.7,0.0,0.0
14:40:50,45744.7,2038.9,1374.8,664.1,805.1,757.7,0.0,0.0
14:41:50,45751.2,2038.9,1374.8,664.1,805.1,757.7,0.0,0.0
14:42:50,45751.2,2038.9,1374.8,664.1,805.1,757.7,0.0,0.0
14:43:51,45773.7,2119.6,1221.7,897.9,756.2,710.8,0.0,0.0
14:45:51,45784.2,2213.3,1279.4,933.9,791.6,736.9,0.0,0.0
14:46:51,45784.2,2213.3,1279.4,933.9,791.6,736.9,0.0,0.0
14:47:51,45791.9,2213.3,1279.4,933.9,791.6,736.9,0.0,0.0
14:48:51,45770.9,2189.7,1369.0,820.7,801.0,775.8,0.0,0.0
14:51:51,45787.85,2209.2,1385.5,823.7,795.9,800.3,0.0,0.0
14:52:20,45787.85,2209.2,1385.5,823.7,795.9,800.3,0.0,0.0
14:53:51,45781.4,2209.2,1385.5,823.7,795.9,800.3,0.0,0.0
15:30:00,45905.8,918.8,827.7,91.1,413.6,274.1,-0.1,-0.1
