Time,Value,Call Sum (in 10s),Put Sum (in 10s),Difference (in 10s),Call Boundary (in 10s),Put Boundary (in 10s),Call ITM,Put ITM
15:30:00,1445.9,286.8,-7.6,294.4,73.2,-5.2,0.0,7.8
