Time,Value,Call Sum (in K),Put Sum (in K),Difference (in K),Call Boundary (in K),Put Boundary (in K),Call ITM,Put ITM
10:00:47,22002.6,73.2,163.6,-90.4,77.1,58.3,0.4,-0.3
10:01:47,22003.9,161.2,118.5,42.7,40.4,84.6,0.2,-0.1
10:01:47,22003.9,73.2,163.6,-90.4,77.1,58.3,0.4,-0.3
10:02:47,22003.9,73.2,163.6,-90.4,77.1,58.3,0.4,-0.3
10:02:47,22003.9,161.2,118.5,42.7,40.4,84.6,0.2,-0.1
10:03:17,21993.95,80.0,165.3,-85.3,83.5,58.9,0.4,-0.3
10:03:17,21993.95,172.5,123.9,48.6,42.8,85.5,0.2,-0.1
10:04:17,21993.95,80.0,165.3,-85.3,83.5,58.9,0.4,-0.3
10:04:17,21993.95,172.5,123.9,48.6,42.8,85.5,0.2,-0.1
10:05:47,21970.05,83.5,163.4,-79.9,87.2,60.2,0.4,-0.3
10:05:47,21970.05,177.4,121.6,55.8,43.4,82.3,0.2,-0.1
10:06:17,21981.95,83.5,163.4,-79.9,87.2,60.2,0.4,-0.3
10:06:17,21981.95,177.4,121.6,55.8,43.4,82.3,0.2,-0.1
10:08:46,21981.95,83.5,163.4,-79.9,87.2,60.2,0.4,-0.3
10:07:47,21981.95,177.4,121.6,55.8,43.4,82.3,0.2,-0.1
10:08:47,21981.95,83.5,163.4,-79.9,87.2,60.2,0.4,-0.3
10:08:47,21981.95,177.4,121.6,55.8,43.4,82.3,0.2,-0.1
10:09:17,21996.55,88.1,154.6,-66.5,90.0,59.4,0.4,-0.3
10:10:17,21996.55,180.5,113.3,67.2,43.3,77.3,0.2,-0.1
10:10:17,21996.55,88.1,154.6,-66.5,90.0,59.4,0.4,-0.3
10:11:48,21999.55,84.7,159.3,-74.6,88.6,60.8,0.3,-0.3
10:12:47,21999.55,180.3,115.8,64.5,45.2,78.7,0.2,-0.1
10:13:48,22008.45,84.7,159.3,-74.6,88.6,60.8,0.3,-0.3
10:13:48,22008.45,180.3,115.8,64.5,45.2,78.7,0.2,-0.1
10:14:48,22012.1,83.7,165.3,-81.6,88.3,62.8,0.4,-0.3
10:15:48,22012.1,180.8,119.7,61.1,45.5,81.6,0.2,-0.1
10:15:48,22012.1,83.7,165.3,-81.6,88.3,62.8,0.4,-0.3
10:17:47,22010.4,81.4,174.8,-93.4,86.6,64.8,0.4,-0.3
10:17:47,22010.4,178.2,128.4,49.8,44.1,87.2,0.2,-0.1
10:18:47,22010.4,81.4,174.8,-93.4,86.6,64.8,0.4,-0.3
10:18:47,22010.4,178.2,128.4,49.8,44.1,87.2,0.2,-0.1
10:20:18,22019.1,81.4,174.8,-93.4,86.6,64.8,0.4,-0.3
10:20:18,22019.1,178.2,128.4,49.8,44.1,87.2,0.2,-0.1
10:20:48,22019.1,79.1,176.7,-97.6,85.0,66.7,0.4,-0.3
10:21:48,22006.6,175.1,130.0,45.1,43.1,87.6,0.2,-0.1
10:21:48,22006.6,79.1,176.7,-97.6,85.0,66.7,0.4,-0.3
10:23:48,22002.75,79.5,179.9,-100.4,85.6,68.4,0.4,-0.3
10:23:18,22002.75,175.4,131.3,44.1,42.7,88.7,0.2,-0.1
10:24:18,22002.75,175.4,131.3,44.1,42.7,88.7,0.2,-0.1
10:24:18,22002.75,79.5,179.9,-100.4,85.6,68.4,0.4,-0.3
10:25:18,21996.65,79.5,179.9,-100.4,85.6,68.4,0.4,-0.3
10:25:18,21996.65,175.4,131.3,44.1,42.7,88.7,0.2,-0.1
10:26:48,21996.65,79.5,179.9,-100.4,85.6,68.4,0.4,-0.3
10:27:47,21995.75,180.7,128.5,52.2,43.9,86.3,0.2,-0.1
10:27:47,21995.75,83.2,178.0,-94.8,89.7,68.8,0.4,-0.2
10:29:18,21999,87.6,180.3,-92.7,93.3,70.5,0.4,-0.2
10:29:18,21999,187.4,128.8,58.6,46.0,86.3,0.2,-0.1
10:30:18,21999,87.6,180.3,-92.7,93.3,70.5,0.4,-0.2
10:29:47,21999,187.4,128.8,58.6,46.0,86.3,0.2,-0.1
10:31:18,21991.05,87.6,180.3,-92.7,93.3,70.5,0.4,-0.2
10:31:18,21991.05,187.4,128.8,58.6,46.0,86.3,0.2,-0.1
10:32:18,21995.8,87.6,180.3,-92.7,93.3,70.5,0.4,-0.2
10:33:48,21999.25,194.6,130.5,64.1,46.9,87.2,0.2,-0.1
10:33:48,21999.25,93.1,183.4,-90.3,99.3,72.1,0.4,-0.2
10:34:48,21999.25,194.6,130.5,64.1,46.9,87.2,0.2,-0.1
10:34:18,21993.4,99.5,185.5,-86.0,106.1,73.6,0.3,-0.2
10:36:18,21992.85,99.5,185.5,-86.0,106.1,73.6,0.3,-0.2
10:36:18,21992.85,203.6,131.8,71.8,47.9,88.2,0.2,-0.1
10:37:18,21983.3,99.5,185.5,-86.0,106.1,73.6,0.3,-0.2
10:37:18,21983.3,203.6,131.8,71.8,47.9,88.2,0.2,-0.1
10:38:18,21983.3,203.6,131.8,71.8,47.9,88.2,0.2,-0.1
10:38:48,21983.3,99.5,185.5,-86.0,106.1,73.6,0.3,-0.2
10:39:48,21974.7,104.3,184.4,-80.1,109.7,73.4,0.3,-0.2
10:39:18,21973.2,210.3,131.3,79.0,50.1,88.4,0.2,-0.1
10:40:48,21973.2,104.3,184.4,-80.1,109.7,73.4,0.3,-0.2
10:40:48,21973.2,210.3,131.3,79.0,50.1,88.4,0.2,-0.1
10:41:18,21971.6,112.1,181.0,-68.9,115.4,72.0,0.3,-0.3
10:41:48,21971.6,221.4,129.1,92.3,52.9,87.5,0.2,-0.1
10:43:48,21955.25,112.1,181.0,-68.9,115.4,72.0,0.3,-0.3
10:43:48,21955.25,221.4,129.1,92.3,52.9,87.5,0.2,-0.1
10:44:48,21955.25,221.4,129.1,92.3,52.9,87.5,0.2,-0.1
10:45:48,21960.45,121.8,168.7,-46.9,119.2,68.6,0.3,-0.3
10:45:48,21960.45,231.3,120.8,110.5,57.5,81.2,0.2,0.0
10:46:48,21960.45,231.3,120.8,110.5,57.5,81.2,0.2,0.0
10:46:48,21960.45,121.8,168.7,-46.9,119.2,68.6,0.3,-0.3
10:47:48,21975.2,240.4,112.9,127.5,63.1,75.7,0.2,0.0
10:47:18,21975.2,134.4,160.7,-26.3,122.7,64.7,0.2,-0.3
10:48:48,21975.2,134.4,160.7,-26.3,122.7,64.7,0.2,-0.3
10:49:48,21975.6,243.6,113.7,129.9,64.2,76.8,0.2,0.0
10:50:18,21967.85,134.4,160.7,-26.3,122.7,64.7,0.2,-0.3
10:50:18,21967.85,240.4,112.9,127.5,63.1,75.7,0.2,0.0
10:51:48,21975.6,136.5,167.8,-31.3,124.0,67.8,0.2,-0.2
10:51:48,21975.6,243.6,113.7,129.9,64.2,76.8,0.2,0.0
10:52:18,21975.6,136.5,167.8,-31.3,124.0,67.8,0.2,-0.2
10:52:18,21975.6,243.6,113.7,129.9,64.2,76.8,0.2,0.0
10:53:18,21976.85,133.2,170.8,-37.6,121.6,68.2,0.2,-0.2
10:53:18,21976.85,242.8,114.8,128.0,65.4,78.5,0.2,0.0
10:54:48,21976.85,242.8,114.8,128.0,65.4,78.5,0.2,0.0
10:54:48,21976.85,133.2,170.8,-37.6,121.6,68.2,0.2,-0.2
10:56:18,21981.3,242.8,114.8,128.0,65.4,78.5,0.2,0.0
10:56:18,21981.3,133.2,170.8,-37.6,121.6,68.2,0.2,-0.2
10:57:21,21981.3,133.2,170.8,-37.6,121.6,68.2,0.2,-0.2
10:57:21,21981.3,242.8,114.8,128.0,65.4,78.5,0.2,0.0
10:58:22,21982.45,141.0,173.9,-32.9,125.6,71.6,0.2,-0.2
10:58:22,21982.45,247.4,114.6,132.8,66.0,78.6,0.2,0.1
10:59:52,21972.85,140.4,175.1,-34.7,125.7,70.6,0.2,-0.2
11:00:22,21972.85,250.2,116.8,133.4,67.6,81.0,0.3,0.1
11:00:22,21972.85,140.4,175.1,-34.7,125.7,70.6,0.2,-0.2
11:01:22,21973.65,250.2,116.8,133.4,67.6,81.0,0.3,0.1
11:01:52,21973.65,140.4,175.1,-34.7,125.7,70.6,0.2,-0.2
11:02:52,21973.65,250.2,116.8,133.4,67.6,81.0,0.3,0.1
11:02:22,21973.65,140.4,175.1,-34.7,125.7,70.6,0.2,-0.2
11:03:22,21959.95,251.0,120.7,130.3,68.5,84.2,0.3,0.1
11:03:22,21959.95,140.6,181.2,-40.6,126.0,71.0,0.2,-0.2
11:04:22,21951.65,140.6,180.2,-39.6,126.0,71.0,0.2,-0.2
11:04:52,21951.65,256.9,119.3,137.6,70.1,83.1,0.3,0.1
11:06:52,21951.65,150.0,180.5,-30.5,130.7,72.5,0.2,-0.2
11:06:22,21951.65,256.9,119.3,137.6,70.1,83.1,0.3,0.1
11:07:22,21949.8,150.0,180.5,-30.5,130.7,72.5,0.2,-0.2
11:07:52,21949.8,256.9,119.3,137.6,70.1,83.1,0.3,0.1
11:07:52,21949.8,150.0,180.5,-30.5,130.7,72.5,0.2,-0.2
11:08:22,21949.8,256.9,119.3,137.6,70.1,83.1,0.3,0.1
11:08:52,21949.8,150.0,180.5,-30.5,130.7,72.5,0.2,-0.2
11:08:52,21949.8,256.9,119.3,137.6,70.1,83.1,0.3,0.1
11:10:52,21942.1,160.0,172.5,-12.5,133.6,66.0,0.2,-0.2
11:10:52,21942.1,258.2,118.6,139.6,68.5,82.7,0.2,0.2
11:11:22,21948.1,172.7,167.5,5.2,137.7,63.9,0.2,-0.2
11:11:22,21948.1,264.8,116.7,148.1,69.1,80.8,0.2,0.2
11:12:22,21959.1,172.7,167.5,5.2,137.7,63.9,0.2,-0.2
11:12:22,21959.1,264.8,116.7,148.1,69.1,80.8,0.2,0.2
11:14:22,21959.1,172.7,167.5,5.2,137.7,63.9,0.2,-0.2
11:14:22,21959.1,264.8,116.7,148.1,69.1,80.8,0.2,0.2
11:15:21,21959.1,173.1,168.5,4.6,137.7,64.8,0.2,-0.2
11:15:22,21961.75,270.2,115.7,154.5,70.2,80.8,0.2,0.2
11:16:22,21961.75,175.9,170.0,5.9,140.6,64.8,0.2,-0.2
11:16:22,21961.75,270.2,115.7,154.5,70.2,80.8,0.2,0.2
11:17:52,21961.6,272.5,119.4,153.1,72.4,84.8,0.2,0.2
11:17:52,21961.6,175.4,178.3,-2.9,139.9,66.0,0.2,-0.2
11:18:22,21961.6,272.5,119.4,153.1,72.4,84.8,0.2,0.2
11:18:22,21961.6,175.4,178.3,-2.9,139.9,66.0,0.2,-0.2
11:19:52,21957.95,272.5,119.4,153.1,72.4,84.8,0.2,0.2
11:19:52,21957.95,175.4,178.3,-2.9,139.9,66.0,0.2,-0.2
11:21:22,21957.45,175.6,177.8,-2.2,140.0,66.7,0.2,-0.2
11:21:22,21957.45,272.0,116.8,155.2,72.4,83.0,0.2,0.2
11:22:22,21957.45,175.6,177.8,-2.2,140.0,66.7,0.2,-0.2
11:22:22,21957.45,272.0,116.8,155.2,72.4,83.0,0.2,0.2
11:23:22,21945.45,179.5,181.6,-2.1,142.4,68.2,0.2,-0.1
11:23:22,21945.45,275.4,117.7,157.7,73.1,83.9,0.2,0.2
11:24:22,21945.45,179.5,181.6,-2.1,142.4,68.2,0.2,-0.1
11:24:22,21945.45,275.4,117.7,157.7,73.1,83.9,0.2,0.2
11:25:52,21937.6,275.4,117.7,157.7,73.1,83.9,0.2,0.2
11:25:52,21937.6,179.5,181.6,-2.1,142.4,68.2,0.2,-0.1
11:26:22,21937.6,275.4,117.7,157.7,73.1,83.9,0.2,0.2
11:27:22,21927.8,186.5,178.1,8.4,145.4,68.2,0.2,-0.1
11:27:22,21927.8,279.4,116.6,162.8,73.1,82.6,0.2,0.3
11:28:22,21929.65,192.9,168.3,24.6,147.1,62.6,0.2,-0.1
11:28:22,21929.65,279.2,113.5,165.7,71.3,80.4,0.1,0.3
11:29:22,21929.65,192.9,168.3,24.6,147.1,62.6,0.2,-0.1
11:30:52,21929.65,279.2,113.5,165.7,71.3,80.4,0.1,0.3
11:30:52,21929.65,192.9,168.3,24.6,147.1,62.6,0.2,-0.1
11:31:52,21930.85,192.9,168.3,24.6,147.1,62.6,0.2,-0.1
11:31:52,21930.85,279.2,113.5,165.7,71.3,80.4,0.1,0.3
11:32:52,21888.1,203.3,163.4,39.9,151.9,61.4,0.2,-0.1
11:33:22,21888.1,286.9,109.2,177.7,71.5,76.2,0.1,0.3
11:33:22,21888.1,203.3,163.4,39.9,151.9,61.4,0.2,-0.1
11:34:52,21888.1,203.3,163.4,39.9,151.9,61.4,0.2,-0.1
11:34:52,21888.1,286.9,109.2,177.7,71.5,76.2,0.1,0.3
11:36:22,21889.75,212.4,126.6,85.8,148.4,47.7,0.2,-0.1
11:36:22,21889.75,284.3,90.8,193.5,70.1,61.8,0.1,0.6
11:37:22,21899.45,212.4,126.6,85.8,148.4,47.7,0.2,-0.1
11:37:22,21899.45,284.3,90.8,193.5,70.1,61.8,0.1,0.6
11:38:52,21899.45,212.4,126.6,85.8,148.4,47.7,0.2,-0.1
11:38:22,21899.45,284.3,90.8,193.5,70.1,61.8,0.1,0.6
11:39:22,21875.95,234.7,110.3,124.4,157.1,39.2,0.1,0.0
11:39:22,21875.95,295.0,84.4,210.6,70.1,56.6,0.1,1.0
11:40:22,21875.95,295.0,84.4,210.6,70.1,56.6,0.1,1.0
11:40:22,21875.95,234.7,110.3,124.4,157.1,39.2,0.1,0.0
11:40:52,21882.15,295.0,84.4,210.6,70.1,56.6,0.1,1.0
11:41:52,21871.3,243.4,83.3,160.1,158.6,23.1,0.1,0.4
11:43:22,21871.3,285.8,78.3,207.5,63.9,51.4,0.1,2.0
11:43:22,21885.95,243.4,83.3,160.1,158.6,23.1,0.1,0.4
11:43:53,21885.95,285.8,78.3,207.5,63.9,51.4,0.1,2.0
11:44:22,21885.95,243.4,83.3,160.1,158.6,23.1,0.1,0.4
11:44:22,21885.95,285.8,78.3,207.5,63.9,51.4,0.1,2.0
11:45:53,21895.95,257.8,76.3,181.5,162.0,21.8,0.1,0.7
11:45:53,21895.95,287.1,73.9,213.2,63.5,48.2,0.1,2.6
11:46:52,21895.95,257.8,76.3,181.5,162.0,21.8,0.1,0.7
11:46:52,21895.95,287.1,73.9,213.2,63.5,48.2,0.1,2.6
11:47:52,21894.1,289.3,73.0,216.3,63.0,47.5,0.1,2.5
11:48:22,21894.1,262.2,76.9,185.3,164.2,24.1,0.1,0.6
11:48:22,21894.1,289.3,73.0,216.3,63.0,47.5,0.1,2.5
11:49:18,21894.1,262.2,76.9,185.3,164.2,24.1,0.1,0.6
11:50:19,21904,289.3,73.0,216.3,63.0,47.5,0.1,2.5
11:50:19,21904,262.2,76.9,185.3,164.2,24.1,0.1,0.6
11:52:18,21904,265.0,75.7,189.3,166.2,23.5,0.1,0.6
11:52:18,21904,293.8,72.6,221.2,63.2,47.8,0.1,2.6
11:53:18,21902,275.0,76.3,198.7,171.8,23.4,0.1,0.6
11:54:18,21902,300.8,74.0,226.8,64.3,48.6,0.1,2.7
11:54:18,21902,275.0,76.3,198.7,171.8,23.4,0.1,0.6
11:55:18,21902,300.8,74.0,226.8,64.3,48.6,0.1,2.7
11:55:18,21902,275.0,76.3,198.7,171.8,23.4,0.1,0.6
11:56:18,21885.75,275.0,76.3,198.7,171.8,23.4,0.1,0.6
11:56:18,21885.75,300.8,74.0,226.8,64.3,48.6,0.1,2.7
11:57:48,21866.85,282.6,71.2,211.4,175.0,20.5,0.1,0.5
11:57:48,21866.85,305.0,73.4,231.6,65.1,48.2,0.1,3.3
11:58:18,21866.85,305.0,73.4,231.6,65.1,48.2,0.1,3.3
11:58:18,21866.85,282.6,71.2,211.4,175.0,20.5,0.1,0.5
11:59:48,21872.2,293.4,55.8,237.6,173.9,13.7,0.1,1.2
11:59:48,21872.2,298.7,67.2,231.5,59.8,42.9,0.0,5.6
12:00:47,21884.7,293.4,55.8,237.6,173.9,13.7,0.1,1.2
12:00:47,21884.7,298.7,67.2,231.5,59.8,42.9,0.0,5.6
12:02:18,21884.7,293.4,55.8,237.6,173.9,13.7,0.1,1.2
12:02:18,21884.7,298.7,67.2,231.5,59.8,42.9,0.0,5.6
12:03:49,21885.45,300.9,48.9,252.0,178.6,9.3,0.1,1.3
12:03:49,21885.45,304.8,64.9,239.9,61.8,41.1,0.0,8.5
12:04:18,21885.45,300.9,48.9,252.0,178.6,9.3,0.1,1.3
12:04:18,21885.45,304.8,64.9,239.9,61.8,41.1,0.0,8.5
12:04:48,21885.45,300.9,48.9,252.0,178.6,9.3,0.1,1.3
12:04:48,21885.45,304.8,64.9,239.9,61.8,41.1,0.0,8.5
12:05:48,21893.45,300.9,48.9,252.0,178.6,9.3,0.1,1.3
12:05:48,21893.45,304.8,64.9,239.9,61.8,41.1,0.0,8.5
12:06:48,21897.3,305.5,48.3,257.2,179.9,9.3,0.1,1.1
12:07:18,21897.3,311.2,64.7,246.5,63.9,40.8,0.0,8.2
12:07:18,21897.3,305.5,48.3,257.2,179.9,9.3,0.1,1.1
12:08:49,21897.3,311.2,64.7,246.5,63.9,40.8,0.0,8.2
12:08:18,21897.3,306.0,48.3,257.7,180.1,9.3,0.1,0.9
12:09:48,21895.9,313.3,64.5,248.8,65.4,41.0,0.0,6.2
12:10:19,21901.35,306.9,51.6,255.3,180.1,12.4,0.1,0.9
12:10:49,21895.9,313.3,64.5,248.8,65.4,41.0,0.0,6.2
12:10:49,21895.9,306.9,51.6,255.3,180.1,12.4,0.1,0.9
12:11:19,21903.6,312.2,63.9,248.3,66.4,40.3,0.0,5.0
12:12:18,21903.6,306.9,51.6,255.3,180.1,12.4,0.1,0.9
12:12:18,21903.6,312.2,63.9,248.3,66.4,40.3,0.0,5.0
12:13:18,21891.1,305.1,54.5,250.6,177.8,15.6,0.1,0.9
12:13:18,21891.1,312.2,63.9,248.3,66.4,40.3,0.0,5.0
12:14:48,21891.1,305.1,54.5,250.6,177.8,15.6,0.1,0.9
12:14:48,21891.1,312.2,64.1,248.1,66.4,40.3,0.0,5.1
12:16:48,21887.7,303.7,53.2,250.5,178.1,15.3,0.1,0.8
12:16:48,21887.7,313.9,63.7,250.2,67.8,40.2,0.0,5.1
12:17:49,21892.95,317.1,63.5,253.6,68.1,40.0,0.0,6.0
12:18:49,21892.95,306.6,50.7,255.9,180.2,13.2,0.1,0.8
12:18:49,21892.95,317.1,63.5,253.6,68.1,40.0,0.0,6.0
12:19:49,21900,306.6,50.7,255.9,180.2,13.2,0.1,0.8
12:20:49,21900,306.6,50.7,255.9,180.2,13.2,0.1,0.8
12:21:18,21902.35,307.7,52.8,254.9,180.6,14.2,0.1,0.7
12:22:49,21902.35,307.7,52.8,254.9,180.6,14.2,0.1,0.7
12:23:18,21893.95,312.2,51.8,260.4,182.5,14.3,0.1,0.7
12:24:19,21893.95,312.2,51.8,260.4,182.5,14.3,0.1,0.7
12:26:49,21887.45,312.2,51.8,260.4,182.5,14.3,0.1,0.7
12:27:19,21898.85,312.3,49.4,262.9,181.6,13.7,0.1,0.6
12:28:49,21898.85,311.7,49.4,262.3,181.6,13.7,0.1,0.7
12:29:19,21902.7,311.0,53.2,257.8,181.8,16.7,0.1,0.6
12:30:19,21903.85,311.0,53.2,257.8,181.8,16.7,0.1,0.6
12:30:49,21904.9,311.0,53.2,257.8,181.8,16.7,0.1,0.6
12:32:23,21903.85,311.0,53.2,257.8,181.8,16.7,0.1,0.6
12:33:53,21912,310.3,59.1,251.2,180.3,19.7,0.1,0.6
12:34:23,21912,310.3,59.1,251.2,180.3,19.7,0.1,0.6
12:35:23,21925.95,312.0,56.1,255.9,182.4,18.4,0.1,0.6
12:36:53,21925.95,312.0,56.1,255.9,182.4,18.4,0.1,0.6
12:37:53,21918.05,312.0,56.1,255.9,182.4,18.4,0.1,0.6
12:38:23,21918.05,312.0,56.1,255.9,182.4,18.4,0.1,0.6
12:39:53,21909.45,310.8,56.9,253.9,182.8,19.6,0.1,0.6
12:40:23,21909.45,310.8,56.9,253.9,182.8,19.6,0.1,0.6
12:41:53,21910.4,311.3,55.9,255.4,182.8,19.0,0.1,0.6
12:43:23,21910.4,311.3,55.9,255.4,182.8,19.0,0.1,0.6
12:44:23,21904.3,311.3,55.9,255.4,182.8,19.0,0.1,0.6
12:44:53,21902.45,313.8,55.9,257.9,183.9,19.0,0.1,0.6
12:46:53,21904.9,315.9,57.0,258.9,183.9,19.7,0.1,0.6
12:47:53,21901.25,317.0,57.9,259.1,184.6,20.8,0.1,0.6
12:48:53,21901.25,317.0,57.9,259.1,184.6,20.8,0.1,0.6
12:50:19,21898.55,317.0,57.9,259.1,184.6,20.8,0.1,0.6
12:51:19,21893.65,318.6,57.9,260.7,185.6,21.9,0.1,0.5
12:52:49,21893.65,318.6,57.9,260.7,185.6,21.9,0.1,0.5
12:54:49,21906.4,318.1,58.3,259.8,184.4,23.1,0.1,0.4
12:55:19,21884.1,318.1,58.3,259.8,184.4,23.1,0.1,0.4
12:56:19,21884.1,318.1,56.3,261.8,184.4,23.1,0.1,0.5
12:57:50,21893.15,321.0,56.1,264.9,184.7,22.9,0.1,0.4
12:59:19,21893.15,321.0,56.1,264.9,184.7,22.9,0.1,0.4
13:00:49,21901.15,319.1,57.3,261.8,184.0,24.8,0.1,0.3
13:01:49,21899.1,319.1,57.3,261.8,184.0,24.8,0.1,0.3
13:02:50,21899.1,319.1,57.3,261.8,184.0,24.8,0.1,0.3
13:04:20,21894.8,321.6,57.6,264.0,185.1,25.7,0.1,0.3
13:05:50,21896.1,319.2,60.4,258.8,184.2,29.4,0.1,0.3
13:06:19,21896.1,319.2,60.4,258.8,184.2,29.4,0.1,0.3
13:07:50,21908.8,319.2,60.4,258.8,184.2,29.4,0.1,0.3
13:09:19,21908.8,319.2,60.4,258.8,184.2,29.4,0.1,0.3
13:10:20,21910.15,316.9,60.0,256.9,181.9,30.4,0.1,0.2
13:11:19,21912.4,315.2,61.9,253.3,180.5,32.0,0.1,0.2
13:13:19,21912.4,315.2,61.9,253.3,180.5,32.0,0.1,0.2
13:13:50,21916.75,315.2,61.9,253.3,180.5,32.0,0.1,0.2
13:14:50,21916.75,315.2,61.9,253.3,180.5,32.0,0.1,0.2
13:15:20,21906.6,312.8,62.7,250.1,179.2,33.2,0.1,0.1
13:15:50,21906.6,312.8,62.7,250.1,179.2,33.2,0.1,0.1
13:18:20,21910.85,311.0,63.8,247.2,177.3,34.7,0.1,0.0
13:19:50,21911,311.0,63.8,247.2,177.3,34.7,0.1,0.0
13:20:50,21908.25,311.0,63.8,247.2,177.3,34.7,0.1,0.0
13:21:50,21911.8,308.7,66.0,242.7,175.3,37.2,0.1,0.0
13:22:50,21911.8,308.7,66.0,242.7,175.3,37.2,0.1,0.0
13:23:50,21913.4,306.7,63.8,242.9,176.0,35.5,0.1,0.0
13:24:49,21911.6,306.7,63.8,242.9,176.0,35.5,0.1,0.0
13:25:50,21911.6,306.7,63.8,242.9,176.0,35.5,0.1,0.0
13:26:20,21903.15,309.7,64.2,245.5,178.1,35.8,0.1,0.0
13:28:50,21903.15,309.7,64.2,245.5,178.1,35.8,0.1,0.0
13:29:19,21899.2,308.3,63.6,244.7,178.1,35.3,0.1,0.0
13:29:50,21893.55,308.3,63.6,244.7,178.1,35.3,0.1,0.0
13:31:49,21889.6,308.3,63.6,244.7,178.1,35.3,0.1,0.0
13:32:50,21889.6,308.3,63.6,244.7,178.1,35.3,0.1,0.0
13:33:19,21911.15,311.4,61.0,250.4,179.1,34.0,0.1,0.0
13:35:20,21913.1,304.1,60.6,243.5,175.5,34.1,0.1,-0.1
13:36:20,21913.1,304.1,60.6,243.5,175.5,34.1,0.1,-0.1
13:37:50,21920.1,304.1,60.6,243.5,175.5,34.1,0.1,-0.1
13:38:50,21920.1,304.1,60.6,243.5,175.5,34.1,0.1,-0.1
13:40:20,21927.05,298.9,67.0,231.9,170.7,39.8,0.1,-0.3
13:41:20,21939.55,287.4,75.2,212.2,163.7,47.3,0.1,-0.4
13:42:20,21939.55,287.4,75.2,212.2,163.7,47.3,0.1,-0.4
13:43:50,21942.5,287.4,75.2,212.2,163.7,47.3,0.1,-0.4
13:45:20,21942.5,287.4,75.2,212.2,163.7,47.3,0.1,-0.6
13:45:50,21933.05,269.4,80.7,188.7,154.2,49.3,0.1,-0.9
13:46:50,21933.05,269.4,80.7,188.7,154.2,49.3,0.1,-0.9
13:48:50,21919.85,264.1,82.5,181.6,153.1,51.4,0.1,-0.7
13:50:20,21907.9,264.1,82.5,181.6,153.1,51.4,0.1,-0.7
13:50:50,21910.85,264.1,82.5,181.6,153.1,51.4,0.1,-0.7
13:52:50,21912.55,268.3,80.7,187.6,157.5,50.9,0.1,-0.7
13:53:50,21915.5,274.8,79.8,195.0,160.5,50.6,0.1,-0.8
13:54:50,21915.5,274.8,79.8,195.0,160.5,50.6,0.1,-0.8
13:55:50,21916.75,274.8,79.8,195.0,160.5,50.6,0.1,-0.8
13:57:20,21932.3,278.2,81.1,197.1,162.3,52.4,0.1,-0.7
13:58:20,21932.3,278.2,81.1,197.1,162.3,52.4,0.1,-0.7
13:58:50,21932.3,278.2,81.1,197.1,162.3,52.4,0.1,-0.7
13:59:50,21933.9,272.8,83.0,189.8,158.1,54.7,0.1,-0.8
14:01:20,21937.35,272.8,83.0,189.8,158.1,54.7,0.1,-0.8
14:02:20,21940.95,272.8,83.0,189.8,158.1,54.7,0.1,-0.8
14:04:20,21941.45,263.2,90.2,173.0,152.5,58.6,0.1,-0.6
14:05:50,21935,261.4,98.5,162.9,151.7,62.3,0.1,-0.4
14:06:49,21935,261.4,98.5,162.9,151.7,62.3,0.1,-0.4
14:07:50,21941.05,261.4,98.5,162.9,151.7,62.3,0.1,-0.4
14:08:50,21941.05,261.4,98.5,162.9,151.7,62.3,0.1,-0.4
14:09:50,21954.8,248.8,96.6,152.2,145.0,62.3,0.1,-0.3
14:11:20,21962.8,226.6,97.9,128.7,131.2,56.4,0.1,-0.4
14:12:20,21962.8,226.6,97.9,128.7,131.2,56.4,0.1,-0.4
14:13:50,21969.75,226.6,97.9,128.7,131.2,56.4,0.1,-0.4
14:14:20,21969.75,226.6,97.9,128.7,131.2,56.4,0.1,-0.4
14:16:20,21968.8,213.7,103.5,110.2,125.6,52.6,0.1,-0.4
14:18:20,21949.4,213.7,103.5,110.2,125.6,52.6,0.1,-0.4
14:18:50,21949.4,212.0,101.8,110.2,123.9,50.9,0.1,-0.3
14:19:50,21962.85,211.1,104.8,106.3,123.9,50.9,0.1,-0.4
14:20:50,21967.85,211.1,104.8,106.3,123.9,50.9,0.1,-0.4
14:21:50,21979.45,213.5,104.5,109.0,124.7,48.7,0.1,-0.4
14:22:50,21979.45,213.5,104.5,109.0,124.7,48.7,0.1,-0.4
14:23:51,21972.1,198.3,116.9,81.4,119.2,52.5,0.1,-0.4
14:24:50,21976.15,198.3,116.9,81.4,119.2,52.5,0.1,-0.4
14:26:50,21972.95,207.4,126.3,81.1,118.5,56.5,0.1,-0.3
14:27:50,21972.95,207.4,126.3,81.1,118.5,56.5,0.1,-0.3
14:28:51,21972.95,207.4,126.3,81.1,118.5,56.5,0.1,-0.3
14:29:50,21965.05,213.2,127.7,85.5,121.9,57.0,0.1,-0.3
14:31:50,21951.7,213.2,127.7,85.5,121.9,57.0,0.1,-0.3
14:32:50,21951.7,213.2,127.7,85.5,121.9,57.0,0.1,-0.3
14:33:50,21954,220.8,128.6,92.2,127.3,56.3,0.1,-0.3
14:35:51,21938.05,214.7,120.8,93.9,122.0,54.7,0.1,-0.4
14:36:51,21938.05,214.7,120.8,93.9,122.0,54.7,0.1,-0.4
14:37:51,21947.55,214.7,120.8,93.9,122.0,54.7,0.1,-0.4
14:38:50,21947.55,214.7,120.8,93.9,122.0,54.7,0.1,-0.4
